Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
OR5B21		11q12.1	HOMDEL	1	616	0.2%	No
LRRC10B		11q12.2	HOMDEL	2	616	0.3%	No
ZNF99		19p12	HOMDEL	3	616	0.5%	No
PSME3IP1		16q13	AMP	1	616	0.2%	No
AKAP1		17q22	AMP	2	616	0.3%	No
FKBP10		17q21.2	HOMDEL	1	616	0.2%	No
AHRR		5p15.33	AMP	7	616	1.1%	No
HBZ		16p13.3	HOMDEL	4	616	0.6%	No
TACC1		8p11.22	AMP	21	616	3.4%	No
RAB34		17q11.2	AMP	6	616	1.0%	No
RFX1		19p13.12	HOMDEL	3	616	0.5%	No
PDCD6IP		3p22.3	AMP	1	616	0.2%	No
FZD10		12q24.33	AMP	2	616	0.3%	No
KNL1	3.147e-8	15q15.1	HOMDEL	10	616	1.6%	Yes
MPHOSPH8		13q12.11	AMP	31	616	5.0%	No
H2AC1		6p22.2	HOMDEL	4	616	0.6%	No
RBM10		Xp11.3	HOMDEL	4	616	0.6%	Yes
ARID1B		6q25.3	AMP	3	616	0.5%	Yes
PLPBP		8p11.23	AMP	9	616	1.5%	No
RNY4P2		17q21.31	HOMDEL	1	616	0.2%	No
STAB1		3p21.1	HOMDEL	3	616	0.5%	No
NR2F6		19p13.11	AMP	1	616	0.2%	No
EIF1AX		Xp22.12	AMP	4	616	0.6%	Yes
KL		13q13.1	AMP	23	616	3.7%	No
CYP4F23P		19p13.12	HOMDEL	3	616	0.5%	No
PSPH		7p11.2	HOMDEL	1	616	0.2%	No
RN7SL766P		13q12.11	HOMDEL	1	616	0.2%	No
DNALI1		1p34.3	AMP	2	616	0.3%	No
ZDHHC8		22q11.21	HOMDEL	1	616	0.2%	No
MROH5		8q24.3	AMP	27	616	4.4%	No
CLEC7A		12p13.2	AMP	2	616	0.3%	No
IRF2	9.214e-21	4q35.1	HOMDEL	18	616	2.9%	Yes
SMARCD2		17q23.3	AMP	5	616	0.8%	No
ERBB2	1.218e-22	17q12	AMP	20	616	3.2%	Yes
RAB28		4p15.33	AMP	1	616	0.2%	No
NCKAP5		2q21.2	HOMDEL	2	616	0.3%	No
LINC01192		3q26.1	HOMDEL	1	616	0.2%	No
PRSS16		6p22.1	AMP	2	616	0.3%	No
RHOT2		16p13.3	HOMDEL	4	616	0.6%	No
CRACR2B		11p15.5	HOMDEL	2	616	0.3%	No
HDAC6		Xp11.23	AMP	1	616	0.2%	No
COLEC12		18p11.32	HOMDEL	2	616	0.3%	No
LCP1		13q14.13	HOMDEL	3	616	0.5%	Yes
PNLIP		10q25.3	AMP	1	616	0.2%	No
RMI1		9q21.32	AMP	1	616	0.2%	No
PDE7B		6q23.3	AMP	3	616	0.5%	No
ANPEP		15q26.1	HOMDEL	1	616	0.2%	No
RIMKLB		12p13.31	AMP	2	616	0.3%	No
SMIM2		13q14.11	AMP	25	616	4.1%	No
OR5AN1		11q12.1	HOMDEL	1	616	0.2%	No
C1ORF159		1p36.33	AMP	1	616	0.2%	No
RNA5SP170		4q32.3	HOMDEL	5	616	0.8%	No
ZWILCH		15q22.31	HOMDEL	2	616	0.3%	No
CFDP1		16q23.1	HOMDEL	1	616	0.2%	No
RN7SL154P		19q13.11	HOMDEL	1	616	0.2%	No
IYD		6q25.1	AMP	3	616	0.5%	No
TBX18		6q14.3	HOMDEL	3	616	0.5%	No
AZU1		19p13.3	HOMDEL	4	616	0.6%	No
PTMAP5		13q31.1	AMP	12	616	1.9%	No
TENT5B	8.177e-35	1p36.11	HOMDEL	2	616	0.3%	No
RN7SKP141		2q22.1	HOMDEL	1	616	0.2%	No
STK32C		10q26.3	HOMDEL	1	616	0.2%	No
H1-5		6p22.1	AMP	2	616	0.3%	Yes
LAMA4		6q21	HOMDEL	2	616	0.3%	No
OR14A2		1q44	HOMDEL	1	616	0.2%	No
BCO2		11q23.1	AMP	1	616	0.2%	No
SPACDR		7q22.1	AMP	3	616	0.5%	No
RN7SL127P		4q21.21	HOMDEL	2	616	0.3%	No
DENND5B		12p11.21	AMP	5	616	0.8%	No
HJV	1.892e-2	1q21.1	AMP	5	616	0.8%	No
AKAP10		17p11.2	AMP	1	616	0.2%	No
RN7SL851P	2.467e-1	7p22.1	AMP	1	616	0.2%	No
TBC1D10A		22q12.2	AMP	1	616	0.2%	No
RTL3		Xq21.1	HOMDEL	2	616	0.3%	No
FGF3		11q13.3	HOMDEL	1	616	0.2%	Yes
PDCD6		5p15.33	AMP	7	616	1.1%	No
FAAH2		Xp11.21	AMP	1	616	0.2%	No
ATXN7L2	4.912e-6	1p13.3	HOMDEL	4	616	0.6%	No
H1-4		6p22.2	AMP	2	616	0.3%	Yes
BTD		3p25.1	HOMDEL	1	616	0.2%	No
CPNE7		16q24.3	HOMDEL	3	616	0.5%	No
BUD13		11q23.3	AMP	1	616	0.2%	No
CTHRC1		8q22.3	AMP	30	616	4.9%	No
PPM1J	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
TBC1D3		17q12	AMP	8	616	1.3%	No
AKAP11		13q14.11	AMP	23	616	3.7%	No
PLPP1		5q11.2	HOMDEL	4	616	0.6%	No
RN7SL837P	1.892e-2	1q42.2	AMP	4	616	0.6%	No
CDK5RAP3		17q21.32	AMP	2	616	0.3%	No
METTL21EP		13q33.1	HOMDEL	1	616	0.2%	No
USP31		16p12.2	HOMDEL	1	616	0.2%	No
GPX8		5q11.2	HOMDEL	2	616	0.3%	No
PHF11		13q14.2	AMP	19	616	3.1%	No
H1-3		6p22.2	AMP	2	616	0.3%	Yes
H4C6		6p22.2	HOMDEL	3	616	0.5%	No
KRT77		12q13.13	HOMDEL	1	616	0.2%	No
PSAP		10q22.1	AMP	2	616	0.3%	No
PLCD4		2q35	AMP	1	616	0.2%	No
ERBIN		5q12.3	HOMDEL	4	616	0.6%	No
RNA5SP504		Xp11.22	HOMDEL	3	616	0.5%	No
AKAP13	9.521e-2	15q25.3	AMP	1	616	0.2%	No
MEF2A	9.521e-2	15q26.3	AMP	2	616	0.3%	No
WWC2		4q35.1	AMP	1	616	0.2%	No
MSLNL		16p13.3	HOMDEL	4	616	0.6%	No
MECP2		Xq28	AMP	4	616	0.6%	No
NDOR1		9q34.3	HOMDEL	2	616	0.3%	No
H1-2		6p22.2	AMP	2	616	0.3%	Yes
ZNF440		19p13.2	AMP	1	616	0.2%	No
MTARC2	1.892e-2	1q41	AMP	4	616	0.6%	No
GPATCH1	9.774e-2	19q13.11	AMP	5	616	0.8%	No
TRAPPC4		11q23.3	AMP	2	616	0.3%	No
USP17L29		4p16.1	AMP	1	616	0.2%	No
HIGD2A		5q35.2	AMP	1	616	0.2%	No
SEC14L6		22q12.2	HOMDEL	1	616	0.2%	No
SYT4		18q12.3	AMP	2	616	0.3%	No
KCTD3	1.892e-2	1q41	AMP	4	616	0.6%	No
MRPL12		17q25.3	HOMDEL	1	616	0.2%	No
C17ORF64		17q23.2	AMP	7	616	1.1%	No
PRKG2		4q21.21	HOMDEL	1	616	0.2%	No
LINC00852		3p25.3	HOMDEL	1	616	0.2%	No
FSHB		11p14.1	HOMDEL	2	616	0.3%	No
GALNT16	1.130e-1	14q24.1	HOMDEL	1	616	0.2%	No
CD99P1		Xp22.33 and Yp11.31	HOMDEL	10	616	1.6%	No
ELF1		13q14.11	HOMDEL	1	616	0.2%	No
OXSM		3p24.2	AMP	1	616	0.2%	No
RNY1P6		13q14.3	HOMDEL	1	616	0.2%	No
NTAQ1		8q24.13	AMP	35	616	5.7%	No
RDM1		17q12	HOMDEL	1	616	0.2%	No
GRINA		8q24.3	AMP	29	616	4.7%	No
RNFT1		17q23.1	AMP	7	616	1.1%	No
GTF2IRD2P1		7q11.23	AMP	3	616	0.5%	No
SYT5		19q13.42	AMP	1	616	0.2%	No
DAP		5p15.2	HOMDEL	2	616	0.3%	No
PPBP		4q13.3	HOMDEL	1	616	0.2%	No
LINC00687		20p12.2	HOMDEL	2	616	0.3%	No
RN7SL477P	9.757e-6	19p13.3	HOMDEL	4	616	0.6%	No
USHBP1		19p13.11	AMP	1	616	0.2%	No
RGMB		5q15	AMP	1	616	0.2%	No
NPTX1		17q25.3	HOMDEL	1	616	0.2%	No
PSEN1		14q24.2	AMP	1	616	0.2%	No
ATP7B		13q14.3	HOMDEL	1	616	0.2%	No
GID8		20q13.33	AMP	48	616	7.8%	No
ASH2L		8p11.23	HOMDEL	8	616	1.3%	No
SAMD5		6q24.3	AMP	4	616	0.6%	No
GRIN2B		12p13.1	AMP	1	616	0.2%	No
OFD1		Xp22.2	HOMDEL	4	616	0.6%	No
ITPRIPL2		16p12.3	AMP	1	616	0.2%	No
DGLUCY		14q32.11	AMP	1	616	0.2%	No
TBC1D3H		17q12	AMP	4	616	0.6%	No
TREX2		Xq28	AMP	4	616	0.6%	No
E4F1		16p13.3	HOMDEL	2	616	0.3%	No
MBD3	9.757e-6	19p13.3	HOMDEL	4	616	0.6%	No
FLYWCH2		16p13.3	HOMDEL	2	616	0.3%	No
MEA1	1.306e-5	6p21.1	AMP	6	616	1.0%	No
TBXT		6q27	AMP	2	616	0.3%	No
BTBD16		10q26.13	AMP	2	616	0.3%	No
TM2D2		8p11.22	AMP	21	616	3.4%	No
HRH1		3p25.3	AMP	1	616	0.2%	No
ZSCAN2	9.521e-2	15q25.2	AMP	1	616	0.2%	No
GZMK		5q11.2	AMP	1	616	0.2%	No
PSEN2	1.892e-2	1q42.13	AMP	4	616	0.6%	No
ZZEF1		17p13.2	HOMDEL	6	616	1.0%	No
LINC00964		8q24.13	AMP	34	616	5.5%	No
SPINDOC		11q13.1	HOMDEL	1	616	0.2%	No
GUSBP2		6p22.2	AMP	2	616	0.3%	No
GRIN2C		17q25.1	AMP	2	616	0.3%	No
DDX20		1p13.2	AMP	1	616	0.2%	No
CBX8		17q25.3	HOMDEL	1	616	0.2%	No
RN7SL32P		2q37.1	HOMDEL	1	616	0.2%	No
RNU4ATAC7P		20q13.2	AMP	48	616	7.8%	No
RNU6ATAC22P		22q13.2	AMP	1	616	0.2%	No
FAM205A		9p13.3	HOMDEL	1	616	0.2%	No
SWSAP1		19p13.2	AMP	1	616	0.2%	No
GRHL3		1p36.11	HOMDEL	1	616	0.2%	No
FDFT1		8p23.1	HOMDEL	38	616	6.2%	No
HUS1B		6p25.3	HOMDEL	1	616	0.2%	No
NBPF22P		5q14.3	HOMDEL	6	616	1.0%	No
GDF5-AS1		20q11.22	AMP	49	616	8.0%	No
OR2A9P		7q35	AMP	1	616	0.2%	No
RNU6ATAC21P		6p24.3	AMP	1	616	0.2%	No
ADAM22		7q21.12	HOMDEL	1	616	0.2%	No
HACD1		10p12.33	HOMDEL	1	616	0.2%	No
CCM2		7p13	AMP	5	616	0.8%	No
RNU6ATAC20P		18q11.2	AMP	2	616	0.3%	No
CAPZA2		7q31.2	AMP	1	616	0.2%	No
BEST1		11q12.3	HOMDEL	2	616	0.3%	No
DEAF1		11p15.5	HOMDEL	2	616	0.3%	No
SOST		17q21.31	HOMDEL	2	616	0.3%	No
SEPTIN7P2		7p12.3	AMP	4	616	0.6%	No
IL27RA		19p13.12	HOMDEL	3	616	0.5%	No
KAT2B		3p24.3	HOMDEL	3	616	0.5%	No
GLRX5	1.130e-1	14q32.13	HOMDEL	2	616	0.3%	No
NPIPB1P		18p11.21	AMP	3	616	0.5%	No
TMC4		19q13.42	AMP	1	616	0.2%	No
NUP50		22q13.31	HOMDEL	3	616	0.5%	No
DDI1		11q22.3	AMP	1	616	0.2%	No
TMEM47		Xp21.1	AMP	1	616	0.2%	No
TCAF2		7q35	AMP	2	616	0.3%	No
CHIA	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
OR2T35		1q44	HOMDEL	1	616	0.2%	No
NFKBID	9.774e-2	19q13.12	AMP	1	616	0.2%	No
MS4A4A		11q12.2	HOMDEL	1	616	0.2%	No
RN7SKP148		5q35.2	HOMDEL	1	616	0.2%	No
TRIP12		2q36.3	HOMDEL	1	616	0.2%	No
SNX24	2.199e-5	5q23.2	HOMDEL	6	616	1.0%	No
RNU6ATAC24P		3q29	AMP	1	616	0.2%	No
TEX11		Xp11	HOMDEL	2	616	0.3%	No
PERM1		1p36.33	AMP	1	616	0.2%	No
UBE2A		Xq24	HOMDEL	1	616	0.2%	No
FJX1		11p13	HOMDEL	1	616	0.2%	No
MYO5A		15q21.2	HOMDEL	4	616	0.6%	Yes
SPRN		10q26.3	AMP	1	616	0.2%	No
GUSBP1		5p14.3	AMP	3	616	0.5%	No
DBX2		12q12	AMP	1	616	0.2%	No
H2BC11		6p22.1	HOMDEL	4	616	0.6%	Yes
ATAD1	3.344e-16	10q23.31	HOMDEL	15	616	2.4%	No
LINC00856	4.415e-3	10q22.3	AMP	6	616	1.0%	No
RAB38		11q14.2	AMP	1	616	0.2%	No
OR7C1		19p13.1	HOMDEL	3	616	0.5%	No
MYLK4		6p25.2	HOMDEL	2	616	0.3%	No
CTAGE15		7q35	AMP	2	616	0.3%	No
CARS1		11p15.4	AMP	1	616	0.2%	Yes
FALEC	1.892e-2	1q21.2	AMP	4	616	0.6%	No
FUT10		8p12	HOMDEL	23	616	3.7%	No
MED17		11q21	HOMDEL	1	616	0.2%	No
ANTXRLP1		10q11.22	HOMDEL	2	616	0.3%	No
RNU6ATAC34P		20p11.23	AMP	10	616	1.6%	No
DUX4L2		4q35.2	AMP	1	616	0.2%	No
FBXL16		16p13.3	AMP	2	616	0.3%	No
NOC3L		10q23.33	AMP	1	616	0.2%	No
DMRTA1	1.016e-1	9p21.3	HOMDEL	3	616	0.5%	No
LCMT2	3.147e-8	15q15.3	HOMDEL	9	616	1.5%	No
SRRM3		7q11.23	AMP	2	616	0.3%	No
DOCK6		19p13.2	HOMDEL	3	616	0.5%	No
RHCG		15q26.1	HOMDEL	1	616	0.2%	No
CASP1		11q22.3	AMP	1	616	0.2%	No
LINC00955	9.545e-2	4p16.3	HOMDEL	1	616	0.2%	No
FBXW9		19p13.13	HOMDEL	3	616	0.5%	No
KLHL26		19p13.11	HOMDEL	3	616	0.5%	No
RNU6ATAC32P		8q11.23	AMP	17	616	2.8%	No
RN7SKP16		1p35.1	HOMDEL	1	616	0.2%	No
KIF18B		17q21.31	HOMDEL	1	616	0.2%	No
RNY5P5		6p22.3	AMP	1	616	0.2%	No
FBRS	2.009e-3	16p11.2	AMP	9	616	1.5%	No
LINC00910		17q21.31	AMP	2	616	0.3%	No
C1QL1		17q21.31	HOMDEL	1	616	0.2%	No
CCL4L2		17q12	HOMDEL	1	616	0.2%	No
GALE		1p36.11	HOMDEL	2	616	0.3%	No
RSPO3		6q22.33	HOMDEL	2	616	0.3%	Yes
CASP2		7q34	AMP	1	616	0.2%	No
CCNQ		Xq28	AMP	4	616	0.6%	Yes
RNU6ATAC38P		20q13.12	AMP	52	616	8.4%	No
AQR	2.325e-6	15q14	HOMDEL	7	616	1.1%	No
MAGEE1		Xq13.3	HOMDEL	3	616	0.5%	No
BACH2		6q15	HOMDEL	2	616	0.3%	Yes
IBA57		1q42.13	HOMDEL	1	616	0.2%	No
LINC00534		8q21.3	AMP	25	616	4.1%	No
MTHFR		1p36.22	HOMDEL	3	616	0.5%	No
METTL23		17q25.2	AMP	2	616	0.3%	No
C18ORF21		18q12.2	AMP	1	616	0.2%	No
RNA5SP81		1q43	HOMDEL	2	616	0.3%	No
TRAF6		11p12	HOMDEL	1	616	0.2%	No
FSTL3		19p13.3	HOMDEL	4	616	0.6%	Yes
FBXO16		8p21.1	HOMDEL	34	616	5.5%	No
CCDC159		19p13.2	AMP	1	616	0.2%	No
DUSP8		11p15.5	HOMDEL	2	616	0.3%	No
CASP3		4q35.1	AMP	1	616	0.2%	No
LINC00115		1p36.33	HOMDEL	5	616	0.8%	No
RN7SL131P		1p34.3	HOMDEL	1	616	0.2%	No
KLHL11		17q21.2	HOMDEL	1	616	0.2%	No
EVA1A		2p12	HOMDEL	1	616	0.2%	No
NOMO1		16p13.11	AMP	1	616	0.2%	No
DOK6		18q22.2	HOMDEL	16	616	2.6%	No
TDRD7		9q22.33	AMP	2	616	0.3%	No
CASP4		11q22.3	AMP	1	616	0.2%	No
FCRL6	1.892e-2	1q23.2	AMP	3	616	0.5%	No
IGHJ5	1.130e-1	14q32.33	HOMDEL	3	616	0.5%	No
CDKN1B	1.319e-2	12p13.1	HOMDEL	2	616	0.3%	Yes
BBS12		4q27	HOMDEL	3	616	0.5%	No
FNDC11		20q13.33	AMP	48	616	7.8%	No
LINC00945		21q22.11	HOMDEL	3	616	0.5%	No
UBE4A		11q23.3	AMP	2	616	0.3%	No
LINC00297		13q12.3	AMP	27	616	4.4%	No
TMED3		15q25.1	AMP	1	616	0.2%	No
DNAJB5		9p13.3	AMP	2	616	0.3%	No
ZNF655		7q22.1	AMP	3	616	0.5%	No
CASP5		11q22.3	AMP	1	616	0.2%	No
SLC25A37	6.103e-20	8p21.2	HOMDEL	38	616	6.2%	No
RN7SL487P	3.147e-8	15q15.3	HOMDEL	9	616	1.5%	No
AHNAK		11q12.3	AMP	1	616	0.2%	No
GK2		4q21.21	HOMDEL	2	616	0.3%	No
LINC00427		13q12.3	AMP	26	616	4.2%	No
YWHAH		22q12.3	HOMDEL	1	616	0.2%	No
HNRNPCL1		1p36.21	HOMDEL	3	616	0.5%	No
LINC00184		1q42.3	HOMDEL	1	616	0.2%	No
RBM46		4q32.1	AMP	1	616	0.2%	No
GSTT1		22q11.23 alternate reference locus	HOMDEL	1	616	0.2%	No
TEX19		17q25.3	HOMDEL	1	616	0.2%	No
PRAF2		Xp11.23	HOMDEL	3	616	0.5%	No
WDR91		7q33	HOMDEL	1	616	0.2%	No
TSGA13		7q32.2	AMP	1	616	0.2%	No
LCTL		15q22.31	HOMDEL	2	616	0.3%	No
MS4A6E		11q12.2	HOMDEL	1	616	0.2%	No
LINC00290	9.214e-21	4q34.3	HOMDEL	17	616	2.8%	No
PRDM2		1p36.21	HOMDEL	4	616	0.6%	No
LINC00885		3q29	AMP	1	616	0.2%	No
LINC00283		13q33.1	AMP	14	616	2.3%	No
APOM		6p21.33	AMP	2	616	0.3%	No
HSD17B7P2		10p11.1	HOMDEL	2	616	0.3%	No
ZDHHC16		10q24.1	HOMDEL	4	616	0.6%	No
C7ORF31		7p15.3	HOMDEL	1	616	0.2%	No
EPS15		1p32.3	AMP	1	616	0.2%	Yes
LYPLAL1	1.892e-2	1q41	AMP	4	616	0.6%	No
RNASEK		17p13.1	HOMDEL	9	616	1.5%	No
SLC2A14		12p13.31	AMP	5	616	0.8%	No
GLIPR1L2	1.486e-1	12q21.2	HOMDEL	1	616	0.2%	No
AIRE		21q22.3	HOMDEL	2	616	0.3%	No
CERK		22q13.31	HOMDEL	3	616	0.5%	No
IQGAP2		5q13.3	HOMDEL	2	616	0.3%	No
LY6G6D		6p21.33	HOMDEL	2	616	0.3%	No
TUBG1		17q21.31	HOMDEL	1	616	0.2%	No
ZFP57		6p22.1	AMP	3	616	0.5%	No
DKK3		11p15.3	AMP	2	616	0.3%	Yes
SH3BGRL2		6q14.1	HOMDEL	2	616	0.3%	No
ALDH8A1		6q23.3	AMP	2	616	0.3%	No
HS3ST2		16p12.2	HOMDEL	1	616	0.2%	No
DCDC1		11p14.1	AMP	1	616	0.2%	No
ITGBL1		13q33.1	AMP	14	616	2.3%	No
CNP		17q21.2	HOMDEL	1	616	0.2%	No
GPALPP1		13q14.12	HOMDEL	2	616	0.3%	No
HSD3B7		16p11.2	AMP	7	616	1.1%	No
DKK4		8p11.21	AMP	26	616	4.2%	Yes
IDH3B		20p13	HOMDEL	2	616	0.3%	No
C19ORF44		19p13.11	HOMDEL	3	616	0.5%	No
OR1C1	1.892e-2	1q44	AMP	4	616	0.6%	No
TCN1		11q12.1	HOMDEL	2	616	0.3%	No
TPSG1		16p13.3	AMP	1	616	0.2%	No
IL4R		16p12.1	HOMDEL	1	616	0.2%	No
ARL2BPP3		13q13.3	AMP	23	616	3.7%	No
KLHL28	6.190e-2	14q21.2	HOMDEL	2	616	0.3%	No
COL6A4P1		3p25.1	AMP	1	616	0.2%	No
CHUK		10q24.31	HOMDEL	4	616	0.6%	No
STAM		10p12.33	HOMDEL	1	616	0.2%	No
DBF4B		17q21.31	HOMDEL	1	616	0.2%	No
USP17L10	9.545e-2	4p16.1	HOMDEL	2	616	0.3%	No
AKAP8		19p13.12	AMP	1	616	0.2%	No
TAF4B		18q11.2	AMP	2	616	0.3%	No
NAA20		20p11.23	AMP	12	616	1.9%	No
MSN		Xq12	AMP	2	616	0.3%	Yes
KIF3B		20q11.21	AMP	58	616	9.4%	No
TRPT1		11q13.1	HOMDEL	1	616	0.2%	No
GPAT4		8p11.21	AMP	25	616	4.1%	No
ZFP3		17p13.2	HOMDEL	6	616	1.0%	No
PNN		14q21.1	AMP	1	616	0.2%	No
ACSM5		16p12.3	AMP	2	616	0.3%	No
GRM4		6p21.31	AMP	2	616	0.3%	No
RADX		Xq22.3	AMP	1	616	0.2%	No
H2AX		11q23.3	AMP	2	616	0.3%	No
BHLHE41		12p12.1	HOMDEL	1	616	0.2%	No
CDK2AP2		11q13.2	AMP	1	616	0.2%	No
CDH2		18q12.1	HOMDEL	5	616	0.8%	No
VPREB3		22q11.23	HOMDEL	1	616	0.2%	No
RN7SL73P		21q22.12	HOMDEL	2	616	0.3%	No
GOLGA7		8p11.21	AMP	24	616	3.9%	No
TAGLN		11q23.3	AMP	1	616	0.2%	No
RNA5SP397		15q22.2	HOMDEL	1	616	0.2%	No
RN7SKP80		22q13.2	HOMDEL	1	616	0.2%	No
UBL3		13q12.3	AMP	28	616	4.5%	No
CZIB		1p32.3	AMP	1	616	0.2%	No
VWDE	2.467e-1	7p21.3	AMP	2	616	0.3%	No
CACNA2D1		7q21.11	HOMDEL	1	616	0.2%	No
PSG9		19q13.31	AMP	2	616	0.3%	No
H2AC7		6p22.2	AMP	2	616	0.3%	No
FOXRED2		22q12.3	AMP	1	616	0.2%	No
OTUB2	1.130e-1	14q32.12	HOMDEL	2	616	0.3%	No
GRM5		11q14.2-q14.3	AMP	1	616	0.2%	No
ZBTB38		3q23	AMP	1	616	0.2%	No
ZNF763		19p13.2	HOMDEL	3	616	0.5%	No
BNIP3P1	6.190e-2	14q12	HOMDEL	1	616	0.2%	No
SMS		Xp22.11	AMP	3	616	0.5%	No
MEFV		16p13.3	AMP	1	616	0.2%	No
SNORD91A		17p13.3	HOMDEL	5	616	0.8%	No
TMEM72		10q11.21	HOMDEL	1	616	0.2%	No
PLAA		9p21.2	AMP	1	616	0.2%	No
RN7SL835P		19p13.11	HOMDEL	3	616	0.5%	No
FBXL2		3p22.3	AMP	1	616	0.2%	No
H2AC8		6p22.2	AMP	2	616	0.3%	No
ULK4		3p22.1	AMP	1	616	0.2%	No
INPP5J		22q12.2	AMP	2	616	0.3%	No
OR1E2		17p13.2	HOMDEL	6	616	1.0%	No
KIFAP3		1q24.2	HOMDEL	1	616	0.2%	No
IGSF6		16p12.2	AMP	2	616	0.3%	No
LINC00475		9q22.31	AMP	3	616	0.5%	No
TXN2		22q12.3	AMP	1	616	0.2%	No
ODAM		4q13.3	HOMDEL	1	616	0.2%	No
TRIM17	1.892e-2	1q42.13	AMP	5	616	0.8%	No
ZFYVE9		1p32.3	AMP	1	616	0.2%	No
RN7SL500P	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
SNORD77	2.325e-6	1q25.1	HOMDEL	2	616	0.3%	No
PRKG1		10q11.23-q21.1	HOMDEL	23	616	3.7%	No
OASL		12q24.31	HOMDEL	2	616	0.3%	No
SEC14L3		22q12.2	AMP	1	616	0.2%	No
GRM3		7q21.11-q21.12	AMP	4	616	0.6%	Yes
SEPTIN4		17q22	AMP	3	616	0.5%	No
KIF26B	1.892e-2	1q44	AMP	4	616	0.6%	No
SF3B4	1.892e-2	1q21.2	AMP	4	616	0.6%	No
SPANXA1		Xq27.2	HOMDEL	2	616	0.3%	No
TAF6		7q22.1	AMP	3	616	0.5%	No
ASAH2		10q11.23	HOMDEL	2	616	0.3%	No
TM9SF2		13q32.3	AMP	14	616	2.3%	No
INKA2		1p13.2	AMP	1	616	0.2%	No
SUMO2		17q25	AMP	2	616	0.3%	No
ERF		19q13.2	AMP	1	616	0.2%	Yes
EIF4EBP1		8p11.23	AMP	14	616	2.3%	No
RAMP3		7p13	AMP	5	616	0.8%	No
CHEK2		22q12.1	AMP	1	616	0.2%	Yes
CYP2S1		19q13.2	AMP	1	616	0.2%	No
ERI3		1p34.1	AMP	1	616	0.2%	No
CSDE1		1p13.2	AMP	1	616	0.2%	Yes
ALPK2		18q21.31-q21.32	HOMDEL	15	616	2.4%	No
H1-6		6p22.2	AMP	2	616	0.3%	No
SNX5		20p11.23	HOMDEL	2	616	0.3%	No
NRSN2		20p13	AMP	5	616	0.8%	No
RAB5A		3p24.3	HOMDEL	2	616	0.3%	No
PPT2		6p21.32	AMP	2	616	0.3%	No
TMEM125		1p34.2	AMP	1	616	0.2%	No
EML1	1.130e-1	14q32.2	HOMDEL	2	616	0.3%	No
EIF4EBP2		10q22.1	AMP	2	616	0.3%	No
ZMPSTE24		1p34.2	AMP	3	616	0.5%	No
NAALAD2		11q14.3	AMP	1	616	0.2%	No
XKRX		Xq22.1	HOMDEL	1	616	0.2%	No
H4C12		6p22.1	HOMDEL	2	616	0.3%	No
ARVCF		22q11.21	HOMDEL	1	616	0.2%	No
GRM1		6q24.3	AMP	3	616	0.5%	No
SLC38A4		12q13.11	AMP	1	616	0.2%	No
IFNA13	1.016e-1	9p21.3	HOMDEL	2	616	0.3%	No
C5ORF47		5q35.2	HOMDEL	1	616	0.2%	No
INTS15	2.467e-1	7p22.1	AMP	3	616	0.5%	No
FRRS1	4.912e-6	1p21.2	HOMDEL	2	616	0.3%	No
PLEKHG1		6q25.1	AMP	3	616	0.5%	No
RN7SL734P	1.486e-1	12q21.2	HOMDEL	2	616	0.3%	No
SIGLEC1		20p13	AMP	5	616	0.8%	No
ADAM5		8p11.22	HOMDEL	8	616	1.3%	No
TSPAN10		17q25.3	AMP	3	616	0.5%	No
RAMP2		17q21.2	AMP	2	616	0.3%	No
MAPK10		4q21.3	HOMDEL	2	616	0.3%	No
RN7SL399P		17q21.2	HOMDEL	1	616	0.2%	No
CARD16	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
NKRF		Xq24	AMP	1	616	0.2%	No
CYTH4		22q13.1	AMP	1	616	0.2%	No
CCDC186		10q25.3	AMP	1	616	0.2%	No
TMEM65		8q24.13	AMP	35	616	5.7%	No
INTS12		4q24	HOMDEL	2	616	0.3%	No
CELF5		19p13.3	HOMDEL	3	616	0.5%	No
NABP2		12q13.3	AMP	2	616	0.3%	No
RNA5SP41		1p36.21	HOMDEL	3	616	0.5%	No
KIAA1210		Xq24	AMP	1	616	0.2%	No
IRX5		16q12.2	AMP	1	616	0.2%	No
SNAI1		20q13.13	AMP	50	616	8.1%	No
KBTBD3	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
MTMR4		17q22	AMP	3	616	0.5%	No
CHKB	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
MIXL1	1.892e-2	1q42.12	AMP	4	616	0.6%	No
RFPL1		22q12.2	HOMDEL	1	616	0.2%	No
KCNN2	2.199e-5	5q22.3	HOMDEL	13	616	2.1%	No
MYO15B		17q25.1	AMP	2	616	0.3%	No
ELL		19p13.11	AMP	1	616	0.2%	Yes
KDM5C		Xp11.22	HOMDEL	2	616	0.3%	Yes
DCDC1		11p14.1	HOMDEL	1	616	0.2%	No
LINC00434		13q21.2	HOMDEL	1	616	0.2%	No
CRACD		4q12	AMP	1	616	0.2%	No
AKT3	1.892e-2	1q43-q44	AMP	4	616	0.6%	Yes
